Tom Brady,329.88676684964315
Justin Herbert,358.3703232043714
Matthew Stafford,286.79785742270826
Patrick Mahomes,356.310570293095
Derek Carr,289.24801344873924
Joe Burrow,270.71809416929875
Dak Prescott,336.26408894075826
Josh Allen,312.2663382801388
Kirk Cousins,309.90644181842026
Aaron Rodgers,331.81497464609765
Matt Ryan,250.14656863452507
Jimmy Garoppolo,206.59979808425535
Mac Jones,182.7701753024356
Kyler Murray,349.58360942163574
Ben Roethlisberger,255.49829417025464
Ryan Tannehill,214.59516681949802
Trevor Lawrence,149.7423214055794
Carson Wentz,233.15176317422646
Taylor Heinicke,187.27642070499815
Jared Goff,237.26471453662114
Jalen Hurts,286.32536400964165
Russell Wilson,269.7419250318779
Teddy Bridgewater,206.30141266132142
Baker Mayfield,194.34827606196515
Lamar Jackson,278.13423707974187
Davis Mills,143.0934403012643
Tua Tagovailoa,220.66310054937009
Sam Darnold,161.8197463850583
Daniel Jones,204.53765739816419
Zach Wilson,128.57596722390082
Justin Fields,94.24231673690039
Andy Dalton,185.30841987710312
Jacoby Brissett,120.84741260625621
Jameis Winston,206.23343473071554
Trevor Siemian,184.41860602244572
Tyler Huntley,95.30144419438521
Taysom Hill,144.96029340262504
Tyrod Taylor,152.0756917483284
Mike White,53.21228134344747
Mike Glennon,40.376702525534284
Drew Lock,151.08530498839298
Colt McCoy,69.89901202993659
Geno Smith,169.49035244902535
Cam Newton,180.57815592940722
Trey Lance,188.39254876318103
Tim Boyle,63.504200611555916
Case Keenum,98.7041801028553
Gardner Minshew II,151.96097507849285
Cooper Rush,136.93003178678305
Jordan Love,82.81423888553316
P.J. Walker,6.349097431727415
Joe Flacco,194.5774206879073
Mason Rudolph,78.53025332609545
Nick Foles,273.2929462351928
Brian Hoyer,63.943466934137945
Jake Fromm,-9.920060959980134
Garrett Gilbert,101.70519048995725
Sean Mannion,109.87423192011704
Brandon Allen,109.30879704993379
Nick Mullens,134.73531451287562
Ian Book,-213.99793319841982
Kyle Allen,42.02100776598445
Chad Henne,29.691931280222377
Blaine Gabbert,38.57200049072395
Mitchell Trubisky,63.51251496664139
Chris Streveler,24.033644499806712
C.J. Beathard,10.288604586395536
Josh Rosen,17.3671301545387
Ryan Fitzpatrick,77.51018376352845
Derrick Henry,163.9150967298308
John Wolford,-9.518746241786857
Ezekiel Elliott,143.53056185904822
Marcus Mariota,80.96544801248147
Johnny Hekker,-77.9442621992441
Rex Burkhead,126.73662896842359
Leonard Fournette,221.1380849263062
Feleipe Franks,251.6199015654811
Sam Koch,-62.26822109299465
David Montgomery,422.90968116952956
Cordarrelle Patterson,206.85051715395548
Brett Rypien,74.65462946868348
D'Andre Swift,217.07659101094998
